order_id,session_id,user_id,date,month,subject,package,price,device,source,ab_group
ORD0051,S00960,U0155,2024-10-22,2024-10,Mathematics,Term,399,Mobile,Direct,
ORD0052,S00964,U0686,2024-10-22,2024-10,Chemistry,Term,399,Desktop,Social,
ORD0053,S00965,U0687,2024-10-22,2024-10,English,Monthly,149,Mobile,Direct,
ORD0054,S00967,U0689,2024-10-22,2024-10,Chemistry,Monthly,149,Desktop,Direct,
ORD0055,S00989,U0323,2024-10-23,2024-10,Biology,Trial,49,Mobile,Social,
ORD0056,S00997,U0355,2024-10-23,2024-10,Biology,Term,399,Desktop,Direct,
ORD0057,S01001,U0714,2024-10-23,2024-10,Science,Trial,49,Desktop,Organic,
ORD0058,S01016,U0724,2024-10-24,2024-10,Mathematics,Term,399,Mobile,Email,
ORD0059,S01022,U0729,2024-10-24,2024-10,Chemistry,Term,399,Mobile,Email,
ORD0060,S01042,U0746,2024-10-24,2024-10,English,Term,399,Mobile,Direct,
ORD0061,S01154,U0821,2024-10-27,2024-10,Physics,Term,399,Desktop,Organic,
ORD0062,S01161,U0828,2024-10-27,2024-10,Mathematics,Monthly,149,Desktop,Email,
ORD0063,S01166,U0489,2024-10-27,2024-10,Mathematics,Monthly,149,Tablet,Email,
ORD0064,S01168,U0833,2024-10-27,2024-10,Chemistry,Trial,49,Mobile,Paid,
ORD0065,S01214,U0865,2024-10-28,2024-10,Mathematics,Monthly,149,Desktop,Direct,
ORD0066,S01229,U0522,2024-10-28,2024-10,English,Monthly,149,Desktop,Email,
ORD0067,S01230,U0874,2024-10-28,2024-10,English,Monthly,149,Desktop,Social,
ORD0068,S01242,U0880,2024-10-29,2024-10,Mathematics,Monthly,149,Tablet,Organic,
ORD0069,S01249,U0886,2024-10-29,2024-10,Mathematics,Trial,49,Desktop,Organic,
ORD0070,S01251,U0888,2024-10-29,2024-10,Chemistry,Monthly,149,Mobile,Organic,
ORD0071,S01279,U0908,2024-10-29,2024-10,Mathematics,Trial,49,Desktop,Organic,
ORD0072,S01284,U0013,2024-10-30,2024-10,Mathematics,Monthly,149,Desktop,Email,
ORD0073,S01289,U0913,2024-10-30,2024-10,English,Term,399,Mobile,Organic,
ORD0074,S01295,U0917,2024-10-30,2024-10,Mathematics,Monthly,149,Desktop,Organic,
ORD0075,S01321,U0933,2024-10-30,2024-10,English,Term,399,Desktop,Direct,
ORD0076,S01327,U0225,2024-10-31,2024-10,Mathematics,Trial,49,Mobile,Social,
ORD0077,S01359,U0961,2024-10-31,2024-10,English,Monthly,149,Desktop,Organic,
ORD0078,S01372,U0969,2024-11-01,2024-11,Physics,Trial,49,Tablet,Direct,
ORD0079,S01415,U1003,2024-11-01,2024-11,Mathematics,Trial,49,Desktop,Paid,
ORD0080,S01424,U1009,2024-11-01,2024-11,Mathematics,Term,399,Desktop,Email,
ORD0081,S01428,U1012,2024-11-01,2024-11,Science,Trial,49,Desktop,Direct,
ORD0082,S01459,U1036,2024-11-02,2024-11,English,Term,399,Tablet,Organic,
ORD0083,S01462,U1038,2024-11-02,2024-11,Science,Monthly,149,Desktop,Email,
ORD0084,S01506,U0119,2024-11-02,2024-11,Chemistry,Monthly,149,Mobile,Paid,
ORD0085,S01522,U0827,2024-11-02,2024-11,Mathematics,Trial,49,Mobile,Organic,
ORD0086,S01554,U0094,2024-11-03,2024-11,Biology,Trial,49,Desktop,Direct,
ORD0087,S01573,U1115,2024-11-03,2024-11,English,Term,399,Desktop,Email,
ORD0088,S01582,U1123,2024-11-03,2024-11,English,Monthly,149,Tablet,Organic,
ORD0089,S01593,U0845,2024-11-03,2024-11,Chemistry,Trial,49,Desktop,Social,
ORD0090,S01603,U1141,2024-11-03,2024-11,English,Trial,49,Mobile,Email,
ORD0091,S01604,U1142,2024-11-03,2024-11,English,Monthly,149,Mobile,Direct,
ORD0092,S01614,U0849,2024-11-04,2024-11,Chemistry,Term,399,Desktop,Paid,
ORD0093,S01618,U1153,2024-11-04,2024-11,English,Trial,49,Mobile,Organic,
ORD0094,S01643,U0219,2024-11-04,2024-11,Physics,Trial,49,Tablet,Email,
ORD0095,S01692,U1209,2024-11-05,2024-11,Chemistry,Monthly,149,Mobile,Direct,
ORD0096,S01702,U0151,2024-11-05,2024-11,Mathematics,Trial,49,Desktop,Organic,
ORD0097,S01713,U1222,2024-11-05,2024-11,Science,Term,399,Desktop,Organic,
ORD0098,S01788,U1270,2024-11-06,2024-11,Science,Monthly,149,Mobile,Paid,
ORD0099,S01789,U1271,2024-11-06,2024-11,Chemistry,Monthly,149,Desktop,Organic,
ORD0100,S01810,U1288,2024-11-06,2024-11,Science,Trial,49,Mobile,Email,
ORD0101,S01840,U1313,2024-11-07,2024-11,Physics,Monthly,149,Desktop,Organic,
ORD0102,S01850,U1321,2024-11-07,2024-11,Mathematics,Trial,49,Desktop,Email,
ORD0103,S01865,U1333,2024-11-07,2024-11,Mathematics,Trial,49,Mobile,Organic,
ORD0104,S01898,U1352,2024-11-07,2024-11,English,Monthly,149,Mobile,Direct,
ORD0105,S01902,U1355,2024-11-07,2024-11,English,Term,399,Desktop,Email,
ORD0106,S01945,U1387,2024-11-08,2024-11,Mathematics,Monthly,149,Desktop,Email,
ORD0107,S01965,U0622,2024-11-08,2024-11,Physics,Monthly,149,Mobile,Direct,
ORD0108,S01969,U1402,2024-11-08,2024-11,English,Monthly,149,Tablet,Organic,
ORD0109,S01984,U1412,2024-11-08,2024-11,Chemistry,Term,399,Desktop,Organic,
ORD0110,S01987,U0309,2024-11-08,2024-11,Mathematics,Monthly,149,Mobile,Organic,
ORD0111,S01999,U1424,2024-11-08,2024-11,Science,Trial,49,Mobile,Email,
ORD0112,S02004,U1429,2024-11-09,2024-11,Mathematics,Trial,49,Desktop,Direct,
ORD0113,S02007,U1431,2024-11-09,2024-11,English,Trial,49,Desktop,Direct,
ORD0114,S02017,U1438,2024-11-09,2024-11,English,Monthly,149,Desktop,Organic,
ORD0115,S02023,U1444,2024-11-09,2024-11,Physics,Trial,49,Mobile,Email,
ORD0116,S02054,U1464,2024-11-09,2024-11,Mathematics,Trial,49,Desktop,Email,
ORD0117,S02076,U1482,2024-11-10,2024-11,Physics,Term,399,Desktop,Organic,
ORD0118,S02080,U0645,2024-11-10,2024-11,Mathematics,Trial,49,Mobile,Organic,
ORD0119,S02100,U1074,2024-11-10,2024-11,Chemistry,Monthly,149,Desktop,Organic,
ORD0120,S02119,U1510,2024-11-10,2024-11,Science,Monthly,149,Desktop,Direct,
ORD0121,S02141,U1524,2024-11-11,2024-11,Chemistry,Trial,49,Desktop,Organic,
ORD0122,S02150,U1530,2024-11-11,2024-11,English,Trial,49,Desktop,Email,
ORD0123,S02204,U1570,2024-11-11,2024-11,Science,Term,399,Desktop,Direct,
ORD0124,S02233,U1589,2024-11-12,2024-11,English,Term,399,Mobile,Direct,
ORD0125,S02243,U0180,2024-11-12,2024-11,Chemistry,Trial,49,Desktop,Organic,
ORD0126,S02267,U0397,2024-11-12,2024-11,Science,Monthly,149,Desktop,Social,
ORD0127,S02272,U1619,2024-11-12,2024-11,Mathematics,Trial,49,Mobile,Direct,
ORD0128,S02275,U1620,2024-11-12,2024-11,Mathematics,Monthly,149,Desktop,Organic,
ORD0129,S02287,U1629,2024-11-13,2024-11,Physics,Monthly,149,Mobile,Social,
ORD0130,S02300,U1639,2024-11-13,2024-11,English,Monthly,149,Desktop,Social,
ORD0131,S02308,U1484,2024-11-13,2024-11,Science,Trial,49,Tablet,Direct,
ORD0132,S02319,U0235,2024-11-13,2024-11,Mathematics,Monthly,149,Mobile,Direct,
ORD0133,S02325,U1653,2024-11-13,2024-11,Science,Term,399,Desktop,Organic,
ORD0134,S02326,U1384,2024-11-13,2024-11,Mathematics,Monthly,149,Desktop,Social,
ORD0135,S02327,U1654,2024-11-13,2024-11,Mathematics,Term,399,Desktop,Email,
ORD0136,S02343,U1667,2024-11-13,2024-11,Science,Monthly,149,Desktop,Direct,
ORD0137,S02365,U1685,2024-11-13,2024-11,Chemistry,Monthly,149,Mobile,Email,
ORD0138,S02389,U1328,2024-11-14,2024-11,English,Monthly,149,Mobile,Paid,
ORD0139,S02398,U1709,2024-11-14,2024-11,Chemistry,Trial,49,Mobile,Email,
ORD0140,S02408,U1716,2024-11-14,2024-11,Physics,Trial,49,Mobile,Email,
ORD0141,S02412,U1720,2024-11-14,2024-11,English,Trial,49,Desktop,Organic,
ORD0142,S02444,U1739,2024-11-14,2024-11,Biology,Trial,49,Desktop,Email,
ORD0143,S02461,U1269,2024-11-15,2024-11,Biology,Monthly,149,Desktop,Email,B
ORD0144,S02479,U1008,2024-11-15,2024-11,Mathematics,Monthly,149,Desktop,Email,B
ORD0145,S02484,U0914,2024-11-15,2024-11,Physics,Monthly,149,Desktop,Social,A
ORD0146,S02488,U1767,2024-11-15,2024-11,Mathematics,Trial,49,Mobile,Direct,A
ORD0147,S02492,U0463,2024-11-15,2024-11,Mathematics,Trial,49,Mobile,Paid,A
ORD0148,S02508,U1782,2024-11-15,2024-11,English,Monthly,149,Desktop,Direct,A
ORD0149,S02522,U1791,2024-11-15,2024-11,English,Monthly,149,Desktop,Email,A
ORD0150,S02545,U1804,2024-11-16,2024-11,English,Term,399,Mobile,Direct,A
ORD0151,S02548,U1805,2024-11-16,2024-11,Science,Term,399,Desktop,Email,A
ORD0152,S02557,U1812,2024-11-16,2024-11,English,Trial,49,Desktop,Email,B
ORD0153,S02569,U0452,2024-11-16,2024-11,Physics,Monthly,149,Desktop,Email,A
ORD0154,S02570,U1819,2024-11-16,2024-11,English,Monthly,149,Desktop,Organic,B
ORD0155,S02575,U0261,2024-11-16,2024-11,Mathematics,Trial,49,Desktop,Organic,B
ORD0156,S02593,U1832,2024-11-16,2024-11,Chemistry,Term,399,Mobile,Email,B
ORD0157,S02598,U1837,2024-11-16,2024-11,English,Monthly,149,Desktop,Social,A
ORD0158,S02605,U1844,2024-11-17,2024-11,Chemistry,Monthly,149,Mobile,Direct,A
ORD0159,S02634,U1865,2024-11-17,2024-11,English,Monthly,149,Desktop,Paid,B
ORD0160,S02640,U1868,2024-11-17,2024-11,Science,Trial,49,Desktop,Organic,A
ORD0161,S02650,U1732,2024-11-17,2024-11,Science,Monthly,149,Tablet,Social,B
ORD0162,S02658,U1449,2024-11-17,2024-11,English,Trial,49,Desktop,Organic,A
ORD0163,S02697,U1908,2024-11-18,2024-11,Science,Trial,49,Mobile,Organic,B
ORD0164,S02705,U1621,2024-11-18,2024-11,Chemistry,Trial,49,Desktop,Email,A
ORD0165,S02715,U1920,2024-11-18,2024-11,Chemistry,Term,399,Desktop,Email,B
ORD0166,S02744,U1939,2024-11-19,2024-11,Biology,Monthly,149,Desktop,Email,A
ORD0167,S02751,U0221,2024-11-19,2024-11,Mathematics,Monthly,149,Desktop,Email,A
ORD0168,S02766,U1954,2024-11-19,2024-11,English,Trial,49,Desktop,Paid,B
ORD0169,S02787,U1969,2024-11-19,2024-11,Physics,Trial,49,Desktop,Email,B
ORD0170,S02802,U1980,2024-11-19,2024-11,English,Monthly,149,Mobile,Email,A
ORD0171,S02804,U1982,2024-11-19,2024-11,Mathematics,Term,399,Desktop,Social,A
ORD0172,S02812,U1988,2024-11-19,2024-11,English,Monthly,149,Desktop,Social,A
ORD0173,S02816,U1992,2024-11-19,2024-11,Mathematics,Monthly,149,Desktop,Direct,A
ORD0174,S02907,U2054,2024-11-21,2024-11,English,Term,399,Mobile,Email,A
ORD0175,S02931,U2076,2024-11-21,2024-11,Science,Monthly,149,Mobile,Organic,A
ORD0176,S02948,U0692,2024-11-21,2024-11,Mathematics,Monthly,149,Desktop,Direct,A
ORD0177,S02951,U2092,2024-11-21,2024-11,Science,Monthly,149,Mobile,Social,B
ORD0178,S02989,U2119,2024-11-22,2024-11,Chemistry,Term,399,Desktop,Social,A
ORD0179,S03003,U2127,2024-11-22,2024-11,Mathematics,Monthly,149,Desktop,Paid,A
ORD0180,S03045,U2158,2024-11-22,2024-11,Physics,Trial,49,Desktop,Organic,B
ORD0181,S03054,U0074,2024-11-22,2024-11,English,Monthly,149,Desktop,Social,A
ORD0182,S03062,U0554,2024-11-23,2024-11,Biology,Term,399,Mobile,Organic,A
ORD0183,S03069,U2174,2024-11-23,2024-11,Mathematics,Term,399,Mobile,Organic,A
ORD0184,S03082,U2181,2024-11-23,2024-11,Science,Monthly,149,Mobile,Paid,B
ORD0185,S03086,U2185,2024-11-23,2024-11,Physics,Term,399,Mobile,Paid,A
ORD0186,S03132,U2216,2024-11-24,2024-11,English,Monthly,149,Desktop,Direct,B
ORD0187,S03137,U2220,2024-11-24,2024-11,English,Trial,49,Desktop,Direct,B
ORD0188,S03151,U2232,2024-11-24,2024-11,Science,Term,399,Mobile,Email,B
ORD0189,S03183,U1875,2024-11-24,2024-11,Mathematics,Term,399,Mobile,Email,B
ORD0190,S03189,U1187,2024-11-24,2024-11,English,Trial,49,Mobile,Paid,B
ORD0191,S03195,U2003,2024-11-24,2024-11,Mathematics,Monthly,149,Mobile,Organic,B
ORD0192,S03265,U1952,2024-11-25,2024-11,Science,Trial,49,Mobile,Social,B
ORD0193,S03288,U2319,2024-11-26,2024-11,Science,Monthly,149,Desktop,Email,B
ORD0194,S03296,U2323,2024-11-26,2024-11,Biology,Trial,49,Mobile,Direct,B
ORD0195,S03309,U2334,2024-11-26,2024-11,Science,Trial,49,Tablet,Paid,B
ORD0196,S03310,U2335,2024-11-26,2024-11,Mathematics,Trial,49,Mobile,Direct,B
ORD0197,S03321,U1811,2024-11-26,2024-11,Mathematics,Trial,49,Mobile,Email,B
ORD0198,S03332,U0421,2024-11-26,2024-11,Mathematics,Trial,49,Mobile,Paid,B
ORD0199,S03344,U2361,2024-11-26,2024-11,Chemistry,Monthly,149,Desktop,Organic,A
ORD0200,S03347,U2363,2024-11-26,2024-11,English,Trial,49,Desktop,Direct,A
ORD0201,S03384,U1013,2024-11-27,2024-11,English,Monthly,149,Desktop,Organic,A
ORD0202,S03422,U2416,2024-11-27,2024-11,Biology,Monthly,149,Desktop,Organic,A
ORD0203,S03451,U2124,2024-11-28,2024-11,Mathematics,Trial,49,Desktop,Organic,B
ORD0204,S03455,U0846,2024-11-28,2024-11,English,Monthly,149,Mobile,Email,B
ORD0205,S03536,U2490,2024-11-29,2024-11,Science,Monthly,149,Desktop,Social,B
ORD0206,S03572,U0777,2024-11-29,2024-11,English,Term,399,Desktop,Email,B
ORD0207,S03622,U2544,2024-11-30,2024-11,Mathematics,Trial,49,Tablet,Direct,A
ORD0208,S03634,U2553,2024-11-30,2024-11,Physics,Monthly,149,Desktop,Organic,A
ORD0209,S03641,U2559,2024-11-30,2024-11,Science,Term,399,Desktop,Organic,A
ORD0210,S03642,U2560,2024-11-30,2024-11,Biology,Monthly,149,Desktop,Paid,B
ORD0211,S03652,U2567,2024-11-30,2024-11,Chemistry,Monthly,149,Mobile,Organic,B
ORD0212,S03678,U2586,2024-12-01,2024-12,Mathematics,Term,399,Desktop,Direct,B
ORD0213,S03685,U2591,2024-12-01,2024-12,Chemistry,Monthly,149,Desktop,Email,B
ORD0214,S03698,U2603,2024-12-02,2024-12,English,Term,399,Desktop,Email,A
ORD0215,S03737,U1333,2024-12-03,2024-12,English,Monthly,149,Desktop,Email,A
ORD0216,S03745,U2636,2024-12-03,2024-12,Mathematics,Trial,49,Mobile,Email,B
ORD0217,S03753,U2640,2024-12-04,2024-12,English,Monthly,149,Mobile,Organic,B
ORD0218,S03777,U2177,2024-12-04,2024-12,Chemistry,Trial,49,Desktop,Email,A
ORD0219,S03778,U2656,2024-12-04,2024-12,Chemistry,Term,399,Desktop,Direct,A
ORD0220,S03807,U2679,2024-12-05,2024-12,Chemistry,Monthly,149,Desktop,Email,A
ORD0221,S03848,U2705,2024-12-06,2024-12,Chemistry,Term,399,Desktop,Organic,A
ORD0222,S03850,U1167,2024-12-07,2024-12,Science,Term,399,Mobile,Organic,B
ORD0223,S03856,U2711,2024-12-07,2024-12,English,Monthly,149,Mobile,Email,B
ORD0224,S03884,U2729,2024-12-08,2024-12,Mathematics,Term,399,Desktop,Direct,B
ORD0225,S03918,U0754,2024-12-09,2024-12,Mathematics,Trial,49,Desktop,Organic,A
ORD0226,S03956,U2772,2024-12-10,2024-12,English,Trial,49,Mobile,Direct,B
ORD0227,S03957,U1573,2024-12-10,2024-12,Physics,Term,399,Tablet,Organic,A
ORD0228,S03959,U2774,2024-12-10,2024-12,Physics,Trial,49,Desktop,Social,A
ORD0229,S03962,U2776,2024-12-10,2024-12,Mathematics,Trial,49,Desktop,Paid,A
ORD0230,S03970,U2781,2024-12-10,2024-12,Chemistry,Trial,49,Desktop,Email,A
ORD0231,S03972,U2782,2024-12-10,2024-12,Physics,Term,399,Desktop,Social,B
ORD0232,S03993,U2795,2024-12-11,2024-12,Mathematics,Monthly,149,Desktop,Organic,B
ORD0233,S04014,U2809,2024-12-12,2024-12,English,Trial,49,Desktop,Direct,B
ORD0234,S04028,U0657,2024-12-12,2024-12,Science,Term,399,Desktop,Organic,A
ORD0235,S04041,U2826,2024-12-13,2024-12,Physics,Trial,49,Desktop,Direct,B
ORD0236,S04050,U2831,2024-12-13,2024-12,English,Monthly,149,Desktop,Organic,A
ORD0237,S04056,U2835,2024-12-13,2024-12,English,Trial,49,Mobile,Email,B
ORD0238,S04061,U2839,2024-12-13,2024-12,Chemistry,Monthly,149,Tablet,Paid,B
ORD0239,S04063,U2840,2024-12-13,2024-12,Chemistry,Term,399,Desktop,Email,B
ORD0240,S04092,U2796,2024-12-14,2024-12,English,Monthly,149,Desktop,Organic,B
ORD0241,S04097,U2864,2024-12-14,2024-12,Mathematics,Term,399,Desktop,Organic,B
ORD0242,S04109,U2328,2024-12-15,2024-12,Physics,Term,399,Desktop,Organic,A
ORD0243,S04115,U2877,2024-12-15,2024-12,Science,Monthly,149,Mobile,Email,B
ORD0244,S04138,U2894,2024-12-15,2024-12,Mathematics,Trial,49,Desktop,Email,A
ORD0245,S04143,U2898,2024-12-16,2024-12,Mathematics,Trial,49,Desktop,Email,A
ORD0246,S04144,U2899,2024-12-16,2024-12,Science,Trial,49,Tablet,Organic,A
ORD0247,S04158,U2661,2024-12-16,2024-12,English,Trial,49,Desktop,Organic,B
ORD0248,S04190,U0383,2024-12-17,2024-12,Science,Monthly,149,Desktop,Organic,A
ORD0249,S04212,U1224,2024-12-18,2024-12,English,Trial,49,Desktop,Paid,B
ORD0250,S04264,U1650,2024-12-19,2024-12,Science,Trial,49,Desktop,Direct,B
ORD0251,S04266,U2981,2024-12-19,2024-12,Chemistry,Monthly,149,Mobile,Social,B
ORD0252,S04273,U2986,2024-12-19,2024-12,Mathematics,Term,399,Mobile,Email,B
ORD0253,S04282,U2992,2024-12-20,2024-12,Mathematics,Monthly,149,Desktop,Email,A
ORD0254,S04328,U2180,2024-12-21,2024-12,Science,Trial,49,Desktop,Email,B
ORD0255,S04340,U3029,2024-12-22,2024-12,Science,Monthly,149,Desktop,Paid,A
ORD0256,S04352,U1880,2024-12-22,2024-12,Physics,Monthly,149,Mobile,Direct,B
ORD0257,S04379,U1208,2024-12-23,2024-12,English,Term,399,Desktop,Direct,B
ORD0258,S04426,U3096,2024-12-24,2024-12,English,Term,399,Mobile,Email,B
ORD0259,S04446,U3107,2024-12-25,2024-12,Physics,Monthly,149,Desktop,Direct,B
ORD0260,S04454,U3113,2024-12-25,2024-12,English,Monthly,149,Mobile,Email,A
ORD0261,S04466,U3123,2024-12-25,2024-12,Physics,Monthly,149,Desktop,Organic,B
ORD0262,S04473,U3126,2024-12-25,2024-12,Physics,Trial,49,Desktop,Organic,A
ORD0263,S04483,U2385,2024-12-26,2024-12,English,Trial,49,Desktop,Organic,A
ORD0264,S04497,U3141,2024-12-26,2024-12,English,Monthly,149,Tablet,Organic,B
ORD0265,S04498,U3142,2024-12-26,2024-12,Physics,Trial,49,Mobile,Organic,A
ORD0266,S04505,U3148,2024-12-26,2024-12,Science,Monthly,149,Desktop,Direct,A
ORD0267,S04508,U0123,2024-12-27,2024-12,Biology,Monthly,149,Desktop,Direct,B
ORD0268,S04510,U3152,2024-12-27,2024-12,English,Monthly,149,Desktop,Organic,A
ORD0269,S04519,U2963,2024-12-27,2024-12,Chemistry,Trial,49,Desktop,Direct,A
ORD0270,S04523,U0227,2024-12-27,2024-12,Science,Trial,49,Desktop,Direct,B
ORD0271,S04526,U3161,2024-12-27,2024-12,Mathematics,Monthly,149,Mobile,Social,B
ORD0272,S04537,U0233,2024-12-28,2024-12,Biology,Term,399,Desktop,Paid,B
ORD0273,S04566,U3185,2024-12-29,2024-12,Physics,Trial,49,Desktop,Organic,A
ORD0274,S04574,U3192,2024-12-29,2024-12,Physics,Monthly,149,Desktop,Email,A
ORD0275,S04591,U3206,2024-12-30,2024-12,English,Trial,49,Desktop,Organic,A
ORD0276,S04600,U2682,2024-12-30,2024-12,Chemistry,Trial,49,Mobile,Direct,B
ORD0277,S04602,U3211,2024-12-30,2024-12,Science,Monthly,149,Desktop,Social,A
ORD0278,S04603,U3212,2024-12-30,2024-12,Science,Term,399,Desktop,Organic,B
ORD0279,S04618,U2422,2024-12-30,2024-12,English,Monthly,149,Desktop,Organic,B
ORD0280,S04623,U3226,2024-12-30,2024-12,Chemistry,Monthly,149,Mobile,Organic,B
ORD0281,S04625,U3228,2024-12-30,2024-12,Science,Trial,49,Desktop,Direct,B
ORD0282,S04650,U3246,2024-12-31,2024-12,English,Monthly,149,Mobile,Email,B
ORD0283,S04661,U3253,2024-12-31,2024-12,Mathematics,Monthly,149,Desktop,Direct,A
ORD0284,S04697,U3276,2025-01-01,2025-01,Mathematics,Monthly,149,Tablet,Email,A
ORD0285,S04702,U3280,2025-01-01,2025-01,Mathematics,Monthly,149,Desktop,Email,B
ORD0286,S04707,U3284,2025-01-02,2025-01,Chemistry,Monthly,149,Desktop,Organic,A
ORD0287,S04708,U3285,2025-01-02,2025-01,Mathematics,Monthly,149,Desktop,Direct,B
ORD0288,S04714,U3286,2025-01-02,2025-01,English,Monthly,149,Mobile,Organic,A
ORD0289,S04716,U3287,2025-01-02,2025-01,Chemistry,Trial,49,Tablet,Paid,B
ORD0290,S04732,U3299,2025-01-02,2025-01,Mathematics,Trial,49,Mobile,Social,A
ORD0291,S04744,U2211,2025-01-03,2025-01,Mathematics,Trial,49,Mobile,Organic,B
ORD0292,S04764,U3319,2025-01-03,2025-01,Physics,Trial,49,Mobile,Paid,A
ORD0293,S04780,U3333,2025-01-04,2025-01,Mathematics,Monthly,149,Desktop,Paid,A
ORD0294,S04800,U2865,2025-01-04,2025-01,Biology,Term,399,Desktop,Direct,B
ORD0295,S04822,U3363,2025-01-05,2025-01,Science,Trial,49,Desktop,Organic,A
ORD0296,S04825,U2576,2025-01-05,2025-01,Mathematics,Trial,49,Desktop,Social,A
ORD0297,S04831,U0625,2025-01-05,2025-01,Mathematics,Monthly,149,Mobile,Email,A
ORD0298,S04856,U3387,2025-01-06,2025-01,Biology,Trial,49,Mobile,Email,B
ORD0299,S04866,U3396,2025-01-07,2025-01,English,Term,399,Desktop,Organic,B
ORD0300,S04887,U3413,2025-01-08,2025-01,Chemistry,Term,399,Desktop,Organic,B
