session_id,date,month,device,source,ab_group,stage,reached
S00019,2024-10-01,2024-10,Desktop,Social,,cart_add,0
S00019,2024-10-01,2024-10,Desktop,Social,,checkout_start,1
S00019,2024-10-01,2024-10,Desktop,Social,,checkout_complete,0
S00020,2024-10-01,2024-10,Mobile,Organic,,landing,1
S00020,2024-10-01,2024-10,Mobile,Organic,,services_view,0
S00020,2024-10-01,2024-10,Mobile,Organic,,pricing_view,0
S00020,2024-10-01,2024-10,Mobile,Organic,,cart_add,0
S00020,2024-10-01,2024-10,Mobile,Organic,,checkout_start,0
S00020,2024-10-01,2024-10,Mobile,Organic,,checkout_complete,0
S00021,2024-10-01,2024-10,Desktop,Organic,,landing,1
S00021,2024-10-01,2024-10,Desktop,Organic,,services_view,1
S00021,2024-10-01,2024-10,Desktop,Organic,,pricing_view,0
S00021,2024-10-01,2024-10,Desktop,Organic,,cart_add,0
S00021,2024-10-01,2024-10,Desktop,Organic,,checkout_start,0
S00021,2024-10-01,2024-10,Desktop,Organic,,checkout_complete,0
S00022,2024-10-01,2024-10,Mobile,Organic,,landing,1
S00022,2024-10-01,2024-10,Mobile,Organic,,services_view,1
S00022,2024-10-01,2024-10,Mobile,Organic,,pricing_view,1
S00022,2024-10-01,2024-10,Mobile,Organic,,cart_add,1
S00022,2024-10-01,2024-10,Mobile,Organic,,checkout_start,1
S00022,2024-10-01,2024-10,Mobile,Organic,,checkout_complete,0
S00023,2024-10-01,2024-10,Mobile,Organic,,landing,1
S00023,2024-10-01,2024-10,Mobile,Organic,,services_view,1
S00023,2024-10-01,2024-10,Mobile,Organic,,pricing_view,0
S00023,2024-10-01,2024-10,Mobile,Organic,,cart_add,1
S00023,2024-10-01,2024-10,Mobile,Organic,,checkout_start,1
S00023,2024-10-01,2024-10,Mobile,Organic,,checkout_complete,0
S00024,2024-10-01,2024-10,Mobile,Social,,landing,1
S00024,2024-10-01,2024-10,Mobile,Social,,services_view,1
S00024,2024-10-01,2024-10,Mobile,Social,,pricing_view,0
S00024,2024-10-01,2024-10,Mobile,Social,,cart_add,0
S00024,2024-10-01,2024-10,Mobile,Social,,checkout_start,0
S00024,2024-10-01,2024-10,Mobile,Social,,checkout_complete,0
S00025,2024-10-01,2024-10,Desktop,Organic,,landing,1
S00025,2024-10-01,2024-10,Desktop,Organic,,services_view,0
S00025,2024-10-01,2024-10,Desktop,Organic,,pricing_view,0
S00025,2024-10-01,2024-10,Desktop,Organic,,cart_add,0
S00025,2024-10-01,2024-10,Desktop,Organic,,checkout_start,0
S00025,2024-10-01,2024-10,Desktop,Organic,,checkout_complete,0
S00026,2024-10-01,2024-10,Desktop,Email,,landing,1
S00026,2024-10-01,2024-10,Desktop,Email,,services_view,1
S00026,2024-10-01,2024-10,Desktop,Email,,pricing_view,0
S00026,2024-10-01,2024-10,Desktop,Email,,cart_add,0
S00026,2024-10-01,2024-10,Desktop,Email,,checkout_start,1
S00026,2024-10-01,2024-10,Desktop,Email,,checkout_complete,0
S00027,2024-10-01,2024-10,Desktop,Email,,landing,1
S00027,2024-10-01,2024-10,Desktop,Email,,services_view,1
S00027,2024-10-01,2024-10,Desktop,Email,,pricing_view,0
S00027,2024-10-01,2024-10,Desktop,Email,,cart_add,0
S00027,2024-10-01,2024-10,Desktop,Email,,checkout_start,0
S00027,2024-10-01,2024-10,Desktop,Email,,checkout_complete,0
S00028,2024-10-01,2024-10,Desktop,Organic,,landing,1
S00028,2024-10-01,2024-10,Desktop,Organic,,services_view,0
S00028,2024-10-01,2024-10,Desktop,Organic,,pricing_view,1
S00028,2024-10-01,2024-10,Desktop,Organic,,cart_add,0
S00028,2024-10-01,2024-10,Desktop,Organic,,checkout_start,0
S00028,2024-10-01,2024-10,Desktop,Organic,,checkout_complete,0
S00029,2024-10-01,2024-10,Desktop,Email,,landing,1
S00029,2024-10-01,2024-10,Desktop,Email,,services_view,0
S00029,2024-10-01,2024-10,Desktop,Email,,pricing_view,1
S00029,2024-10-01,2024-10,Desktop,Email,,cart_add,0
S00029,2024-10-01,2024-10,Desktop,Email,,checkout_start,0
S00029,2024-10-01,2024-10,Desktop,Email,,checkout_complete,0
S00030,2024-10-01,2024-10,Tablet,Direct,,landing,1
S00030,2024-10-01,2024-10,Tablet,Direct,,services_view,1
S00030,2024-10-01,2024-10,Tablet,Direct,,pricing_view,0
S00030,2024-10-01,2024-10,Tablet,Direct,,cart_add,0
S00030,2024-10-01,2024-10,Tablet,Direct,,checkout_start,0
S00030,2024-10-01,2024-10,Tablet,Direct,,checkout_complete,0
S00031,2024-10-01,2024-10,Tablet,Direct,,landing,1
S00031,2024-10-01,2024-10,Tablet,Direct,,services_view,1
S00031,2024-10-01,2024-10,Tablet,Direct,,pricing_view,0
S00031,2024-10-01,2024-10,Tablet,Direct,,cart_add,0
S00031,2024-10-01,2024-10,Tablet,Direct,,checkout_start,0
S00031,2024-10-01,2024-10,Tablet,Direct,,checkout_complete,0
S00032,2024-10-01,2024-10,Mobile,Social,,landing,1
S00032,2024-10-01,2024-10,Mobile,Social,,services_view,0
S00032,2024-10-01,2024-10,Mobile,Social,,pricing_view,1
S00032,2024-10-01,2024-10,Mobile,Social,,cart_add,0
S00032,2024-10-01,2024-10,Mobile,Social,,checkout_start,1
S00032,2024-10-01,2024-10,Mobile,Social,,checkout_complete,0
S00033,2024-10-01,2024-10,Desktop,Social,,landing,1
S00033,2024-10-01,2024-10,Desktop,Social,,services_view,1
S00033,2024-10-01,2024-10,Desktop,Social,,pricing_view,1
S00033,2024-10-01,2024-10,Desktop,Social,,cart_add,0
S00033,2024-10-01,2024-10,Desktop,Social,,checkout_start,0
S00033,2024-10-01,2024-10,Desktop,Social,,checkout_complete,0
S00034,2024-10-01,2024-10,Desktop,Organic,,landing,1
S00034,2024-10-01,2024-10,Desktop,Organic,,services_view,1
S00034,2024-10-01,2024-10,Desktop,Organic,,pricing_view,1
S00034,2024-10-01,2024-10,Desktop,Organic,,cart_add,0
S00034,2024-10-01,2024-10,Desktop,Organic,,checkout_start,0
S00034,2024-10-01,2024-10,Desktop,Organic,,checkout_complete,0
S00035,2024-10-01,2024-10,Desktop,Social,,landing,1
S00035,2024-10-01,2024-10,Desktop,Social,,services_view,1
S00035,2024-10-01,2024-10,Desktop,Social,,pricing_view,1
S00035,2024-10-01,2024-10,Desktop,Social,,cart_add,0
S00035,2024-10-01,2024-10,Desktop,Social,,checkout_start,0
S00035,2024-10-01,2024-10,Desktop,Social,,checkout_complete,0
S00036,2024-10-01,2024-10,Mobile,Direct,,landing,1
S00036,2024-10-01,2024-10,Mobile,Direct,,services_view,1
S00036,2024-10-01,2024-10,Mobile,Direct,,pricing_view,0
S00036,2024-10-01,2024-10,Mobile,Direct,,cart_add,0
S00036,2024-10-01,2024-10,Mobile,Direct,,checkout_start,0
S00036,2024-10-01,2024-10,Mobile,Direct,,checkout_complete,0
S00037,2024-10-01,2024-10,Desktop,Organic,,landing,1
S00037,2024-10-01,2024-10,Desktop,Organic,,services_view,1
S00037,2024-10-01,2024-10,Desktop,Organic,,pricing_view,1
S00037,2024-10-01,2024-10,Desktop,Organic,,cart_add,1
S00037,2024-10-01,2024-10,Desktop,Organic,,checkout_start,0
S00037,2024-10-01,2024-10,Desktop,Organic,,checkout_complete,0
S00038,2024-10-01,2024-10,Mobile,Direct,,landing,1
S00038,2024-10-01,2024-10,Mobile,Direct,,services_view,0
S00038,2024-10-01,2024-10,Mobile,Direct,,pricing_view,0
S00038,2024-10-01,2024-10,Mobile,Direct,,cart_add,0
S00038,2024-10-01,2024-10,Mobile,Direct,,checkout_start,0
S00038,2024-10-01,2024-10,Mobile,Direct,,checkout_complete,0
S00039,2024-10-01,2024-10,Mobile,Organic,,landing,1
S00039,2024-10-01,2024-10,Mobile,Organic,,services_view,1
S00039,2024-10-01,2024-10,Mobile,Organic,,pricing_view,0
S00039,2024-10-01,2024-10,Mobile,Organic,,cart_add,0
S00039,2024-10-01,2024-10,Mobile,Organic,,checkout_start,0
S00039,2024-10-01,2024-10,Mobile,Organic,,checkout_complete,0
S00040,2024-10-01,2024-10,Desktop,Organic,,landing,1
S00040,2024-10-01,2024-10,Desktop,Organic,,services_view,0
S00040,2024-10-01,2024-10,Desktop,Organic,,pricing_view,0
S00040,2024-10-01,2024-10,Desktop,Organic,,cart_add,0
S00040,2024-10-01,2024-10,Desktop,Organic,,checkout_start,0
S00040,2024-10-01,2024-10,Desktop,Organic,,checkout_complete,0
S00041,2024-10-01,2024-10,Desktop,Direct,,landing,1
S00041,2024-10-01,2024-10,Desktop,Direct,,services_view,0
S00041,2024-10-01,2024-10,Desktop,Direct,,pricing_view,0
S00041,2024-10-01,2024-10,Desktop,Direct,,cart_add,0
S00041,2024-10-01,2024-10,Desktop,Direct,,checkout_start,0
S00041,2024-10-01,2024-10,Desktop,Direct,,checkout_complete,0
S00042,2024-10-01,2024-10,Mobile,Organic,,landing,1
S00042,2024-10-01,2024-10,Mobile,Organic,,services_view,0
S00042,2024-10-01,2024-10,Mobile,Organic,,pricing_view,1
S00042,2024-10-01,2024-10,Mobile,Organic,,cart_add,0
S00042,2024-10-01,2024-10,Mobile,Organic,,checkout_start,0
S00042,2024-10-01,2024-10,Mobile,Organic,,checkout_complete,0
S00043,2024-10-02,2024-10,Desktop,Social,,landing,1
S00043,2024-10-02,2024-10,Desktop,Social,,services_view,0
S00043,2024-10-02,2024-10,Desktop,Social,,pricing_view,1
S00043,2024-10-02,2024-10,Desktop,Social,,cart_add,0
S00043,2024-10-02,2024-10,Desktop,Social,,checkout_start,0
S00043,2024-10-02,2024-10,Desktop,Social,,checkout_complete,0
S00044,2024-10-02,2024-10,Desktop,Organic,,landing,1
S00044,2024-10-02,2024-10,Desktop,Organic,,services_view,1
S00044,2024-10-02,2024-10,Desktop,Organic,,pricing_view,1
S00044,2024-10-02,2024-10,Desktop,Organic,,cart_add,1
S00044,2024-10-02,2024-10,Desktop,Organic,,checkout_start,0
S00044,2024-10-02,2024-10,Desktop,Organic,,checkout_complete,0
S00045,2024-10-02,2024-10,Tablet,Social,,landing,1
S00045,2024-10-02,2024-10,Tablet,Social,,services_view,1
S00045,2024-10-02,2024-10,Tablet,Social,,pricing_view,0
S00045,2024-10-02,2024-10,Tablet,Social,,cart_add,0
S00045,2024-10-02,2024-10,Tablet,Social,,checkout_start,0
S00045,2024-10-02,2024-10,Tablet,Social,,checkout_complete,0
S00046,2024-10-02,2024-10,Mobile,Direct,,landing,1
S00046,2024-10-02,2024-10,Mobile,Direct,,services_view,1
S00046,2024-10-02,2024-10,Mobile,Direct,,pricing_view,0
S00046,2024-10-02,2024-10,Mobile,Direct,,cart_add,0
S00046,2024-10-02,2024-10,Mobile,Direct,,checkout_start,0
S00046,2024-10-02,2024-10,Mobile,Direct,,checkout_complete,0
S00047,2024-10-02,2024-10,Desktop,Organic,,landing,1
S00047,2024-10-02,2024-10,Desktop,Organic,,services_view,1
S00047,2024-10-02,2024-10,Desktop,Organic,,pricing_view,1
S00047,2024-10-02,2024-10,Desktop,Organic,,cart_add,0
S00047,2024-10-02,2024-10,Desktop,Organic,,checkout_start,0
S00047,2024-10-02,2024-10,Desktop,Organic,,checkout_complete,0
S00048,2024-10-02,2024-10,Mobile,Email,,landing,1
S00048,2024-10-02,2024-10,Mobile,Email,,services_view,1
S00048,2024-10-02,2024-10,Mobile,Email,,pricing_view,0
S00048,2024-10-02,2024-10,Mobile,Email,,cart_add,0
S00048,2024-10-02,2024-10,Mobile,Email,,checkout_start,0
S00048,2024-10-02,2024-10,Mobile,Email,,checkout_complete,0
S00049,2024-10-02,2024-10,Mobile,Direct,,landing,1
S00049,2024-10-02,2024-10,Mobile,Direct,,services_view,1
S00049,2024-10-02,2024-10,Mobile,Direct,,pricing_view,0
S00049,2024-10-02,2024-10,Mobile,Direct,,cart_add,0
S00049,2024-10-02,2024-10,Mobile,Direct,,checkout_start,0
S00049,2024-10-02,2024-10,Mobile,Direct,,checkout_complete,0
S00050,2024-10-02,2024-10,Desktop,Email,,landing,1
S00050,2024-10-02,2024-10,Desktop,Email,,services_view,1
S00050,2024-10-02,2024-10,Desktop,Email,,pricing_view,0
S00050,2024-10-02,2024-10,Desktop,Email,,cart_add,0
S00050,2024-10-02,2024-10,Desktop,Email,,checkout_start,0
S00050,2024-10-02,2024-10,Desktop,Email,,checkout_complete,0
S00051,2024-10-02,2024-10,Desktop,Organic,,landing,1
S00051,2024-10-02,2024-10,Desktop,Organic,,services_view,1
S00051,2024-10-02,2024-10,Desktop,Organic,,pricing_view,0
S00051,2024-10-02,2024-10,Desktop,Organic,,cart_add,0
S00051,2024-10-02,2024-10,Desktop,Organic,,checkout_start,0
S00051,2024-10-02,2024-10,Desktop,Organic,,checkout_complete,0
S00052,2024-10-02,2024-10,Desktop,Organic,,landing,1
S00052,2024-10-02,2024-10,Desktop,Organic,,services_view,0
S00052,2024-10-02,2024-10,Desktop,Organic,,pricing_view,0
S00052,2024-10-02,2024-10,Desktop,Organic,,cart_add,0
S00052,2024-10-02,2024-10,Desktop,Organic,,checkout_start,0
S00052,2024-10-02,2024-10,Desktop,Organic,,checkout_complete,0
S00053,2024-10-02,2024-10,Mobile,Direct,,landing,1
S00053,2024-10-02,2024-10,Mobile,Direct,,services_view,1
S00053,2024-10-02,2024-10,Mobile,Direct,,pricing_view,1
S00053,2024-10-02,2024-10,Mobile,Direct,,cart_add,0
S00053,2024-10-02,2024-10,Mobile,Direct,,checkout_start,0
S00053,2024-10-02,2024-10,Mobile,Direct,,checkout_complete,0
S00054,2024-10-02,2024-10,Tablet,Organic,,landing,1
S00054,2024-10-02,2024-10,Tablet,Organic,,services_view,1
S00054,2024-10-02,2024-10,Tablet,Organic,,pricing_view,1
S00054,2024-10-02,2024-10,Tablet,Organic,,cart_add,1
S00054,2024-10-02,2024-10,Tablet,Organic,,checkout_start,1
S00054,2024-10-02,2024-10,Tablet,Organic,,checkout_complete,0
S00055,2024-10-02,2024-10,Desktop,Paid,,landing,1
S00055,2024-10-02,2024-10,Desktop,Paid,,services_view,1
S00055,2024-10-02,2024-10,Desktop,Paid,,pricing_view,1
S00055,2024-10-02,2024-10,Desktop,Paid,,cart_add,0
S00055,2024-10-02,2024-10,Desktop,Paid,,checkout_start,1
S00055,2024-10-02,2024-10,Desktop,Paid,,checkout_complete,0
S00056,2024-10-02,2024-10,Desktop,Organic,,landing,1
S00056,2024-10-02,2024-10,Desktop,Organic,,services_view,0
S00056,2024-10-02,2024-10,Desktop,Organic,,pricing_view,1
S00056,2024-10-02,2024-10,Desktop,Organic,,cart_add,0
S00056,2024-10-02,2024-10,Desktop,Organic,,checkout_start,0
S00056,2024-10-02,2024-10,Desktop,Organic,,checkout_complete,0
S00057,2024-10-02,2024-10,Mobile,Organic,,landing,1
S00057,2024-10-02,2024-10,Mobile,Organic,,services_view,0
S00057,2024-10-02,2024-10,Mobile,Organic,,pricing_view,0
S00057,2024-10-02,2024-10,Mobile,Organic,,cart_add,0
S00057,2024-10-02,2024-10,Mobile,Organic,,checkout_start,0
S00057,2024-10-02,2024-10,Mobile,Organic,,checkout_complete,0
S00058,2024-10-02,2024-10,Mobile,Paid,,landing,1
S00058,2024-10-02,2024-10,Mobile,Paid,,services_view,1
S00058,2024-10-02,2024-10,Mobile,Paid,,pricing_view,0
S00058,2024-10-02,2024-10,Mobile,Paid,,cart_add,1
S00058,2024-10-02,2024-10,Mobile,Paid,,checkout_start,0
S00058,2024-10-02,2024-10,Mobile,Paid,,checkout_complete,0
S00059,2024-10-02,2024-10,Tablet,Social,,landing,1
S00059,2024-10-02,2024-10,Tablet,Social,,services_view,1
S00059,2024-10-02,2024-10,Tablet,Social,,pricing_view,0
S00059,2024-10-02,2024-10,Tablet,Social,,cart_add,0
S00059,2024-10-02,2024-10,Tablet,Social,,checkout_start,0
S00059,2024-10-02,2024-10,Tablet,Social,,checkout_complete,0
S00060,2024-10-02,2024-10,Mobile,Social,,landing,1
S00060,2024-10-02,2024-10,Mobile,Social,,services_view,1
S00060,2024-10-02,2024-10,Mobile,Social,,pricing_view,0
S00060,2024-10-02,2024-10,Mobile,Social,,cart_add,0
S00060,2024-10-02,2024-10,Mobile,Social,,checkout_start,0
S00060,2024-10-02,2024-10,Mobile,Social,,checkout_complete,0
S00061,2024-10-02,2024-10,Mobile,Paid,,landing,1
S00061,2024-10-02,2024-10,Mobile,Paid,,services_view,0
S00061,2024-10-02,2024-10,Mobile,Paid,,pricing_view,0
S00061,2024-10-02,2024-10,Mobile,Paid,,cart_add,1
S00061,2024-10-02,2024-10,Mobile,Paid,,checkout_start,0
S00061,2024-10-02,2024-10,Mobile,Paid,,checkout_complete,0
S00062,2024-10-02,2024-10,Mobile,Direct,,landing,1
S00062,2024-10-02,2024-10,Mobile,Direct,,services_view,1
S00062,2024-10-02,2024-10,Mobile,Direct,,pricing_view,0
S00062,2024-10-02,2024-10,Mobile,Direct,,cart_add,0
S00062,2024-10-02,2024-10,Mobile,Direct,,checkout_start,0
S00062,2024-10-02,2024-10,Mobile,Direct,,checkout_complete,0
S00063,2024-10-02,2024-10,Mobile,Email,,landing,1
S00063,2024-10-02,2024-10,Mobile,Email,,services_view,1
S00063,2024-10-02,2024-10,Mobile,Email,,pricing_view,1
S00063,2024-10-02,2024-10,Mobile,Email,,cart_add,0
S00063,2024-10-02,2024-10,Mobile,Email,,checkout_start,0
S00063,2024-10-02,2024-10,Mobile,Email,,checkout_complete,0
S00064,2024-10-02,2024-10,Desktop,Direct,,landing,1
S00064,2024-10-02,2024-10,Desktop,Direct,,services_view,1
S00064,2024-10-02,2024-10,Desktop,Direct,,pricing_view,0
S00064,2024-10-02,2024-10,Desktop,Direct,,cart_add,0
S00064,2024-10-02,2024-10,Desktop,Direct,,checkout_start,0
S00064,2024-10-02,2024-10,Desktop,Direct,,checkout_complete,0
S00065,2024-10-02,2024-10,Tablet,Social,,landing,1
S00065,2024-10-02,2024-10,Tablet,Social,,services_view,0
S00065,2024-10-02,2024-10,Tablet,Social,,pricing_view,0
S00065,2024-10-02,2024-10,Tablet,Social,,cart_add,1
S00065,2024-10-02,2024-10,Tablet,Social,,checkout_start,0
S00065,2024-10-02,2024-10,Tablet,Social,,checkout_complete,0
S00066,2024-10-02,2024-10,Desktop,Organic,,landing,1
S00066,2024-10-02,2024-10,Desktop,Organic,,services_view,0
S00066,2024-10-02,2024-10,Desktop,Organic,,pricing_view,0
S00066,2024-10-02,2024-10,Desktop,Organic,,cart_add,0
S00066,2024-10-02,2024-10,Desktop,Organic,,checkout_start,0
S00066,2024-10-02,2024-10,Desktop,Organic,,checkout_complete,0
S00067,2024-10-02,2024-10,Desktop,Organic,,landing,1
S00067,2024-10-02,2024-10,Desktop,Organic,,services_view,1
S00067,2024-10-02,2024-10,Desktop,Organic,,pricing_view,1
S00067,2024-10-02,2024-10,Desktop,Organic,,cart_add,1
S00067,2024-10-02,2024-10,Desktop,Organic,,checkout_start,0
S00067,2024-10-02,2024-10,Desktop,Organic,,checkout_complete,0
S00068,2024-10-02,2024-10,Desktop,Organic,,landing,1
S00068,2024-10-02,2024-10,Desktop,Organic,,services_view,1
S00068,2024-10-02,2024-10,Desktop,Organic,,pricing_view,0
S00068,2024-10-02,2024-10,Desktop,Organic,,cart_add,0
S00068,2024-10-02,2024-10,Desktop,Organic,,checkout_start,0
S00068,2024-10-02,2024-10,Desktop,Organic,,checkout_complete,0
S00069,2024-10-02,2024-10,Desktop,Direct,,landing,1
S00069,2024-10-02,2024-10,Desktop,Direct,,services_view,0
S00069,2024-10-02,2024-10,Desktop,Direct,,pricing_view,0
S00069,2024-10-02,2024-10,Desktop,Direct,,cart_add,0
S00069,2024-10-02,2024-10,Desktop,Direct,,checkout_start,0
S00069,2024-10-02,2024-10,Desktop,Direct,,checkout_complete,0
S00070,2024-10-02,2024-10,Desktop,Direct,,landing,1
S00070,2024-10-02,2024-10,Desktop,Direct,,services_view,1
S00070,2024-10-02,2024-10,Desktop,Direct,,pricing_view,0
S00070,2024-10-02,2024-10,Desktop,Direct,,cart_add,0
S00070,2024-10-02,2024-10,Desktop,Direct,,checkout_start,0
S00070,2024-10-02,2024-10,Desktop,Direct,,checkout_complete,0
S00071,2024-10-02,2024-10,Desktop,Email,,landing,1
S00071,2024-10-02,2024-10,Desktop,Email,,services_view,0
S00071,2024-10-02,2024-10,Desktop,Email,,pricing_view,0
S00071,2024-10-02,2024-10,Desktop,Email,,cart_add,0
